Event Title,ID,Tagged Page,"Jun 1, 2025","Jul 1, 2025","Aug 1, 2025","Sep 1, 2025","Oct 1, 2025","Nov 1, 2025","Dec 1, 2025","Jan 1, 2026","Feb 1, 2026","Mar 1, 2026","Apr 1, 2026","May 1, 2026","Jun 1, 2026",Average,Total,Median
Page View - Total Sessions,350_prod,Dashboard (test),5,51,47,48,71,29,36,76,73,67,44,62,80,53.0,689.0,51.0
Page View - Total Sessions,350_prod,Contracts Dashboard,5,51,47,48,71,29,36,76,73,46,0,0,0,37.08,482.0,46.0
Page View - Total Sessions,350_prod,Document: Sign in Person,3,16,13,16,22,8,9,42,41,43,34,51,56,27.23,354.0,22.0
Page View - Total Sessions,350_prod,Deal Finder,3,26,20,20,45,17,30,57,62,28,0,0,0,23.69,308.0,20.0
Page View - Total Sessions,350_prod,Document: Developer Sign,1,17,21,16,29,11,18,35,33,18,21,34,25,21.46,279.0,21.0
Page View - Total Sessions,350_prod,Purchaser Portal,0,15,3,3,16,18,4,14,21,5,0,0,0,7.62,99.0,4.0
Page View - Total Sessions,350_prod,Excel Reporting,3,9,10,12,11,5,8,10,14,13,0,0,0,7.31,95.0,9.0
Page View - Total Sessions,350_prod,Project Settings,0,0,8,5,5,1,5,4,1,0,3,2,3,2.85,37.0,3.0
Page View - Total Sessions,350_prod,Project Settings - Dashboard,0,0,8,5,5,1,5,4,1,0,3,2,3,2.85,37.0,3.0
Page View - Total Sessions,350_prod,Deposit Reporting (Legacy),0,1,2,5,5,1,2,7,4,2,0,0,0,2.23,29.0,2.0
Page View - Total Sessions,350_prod,Documents,0,2,0,1,5,0,0,6,1,0,0,0,0,1.15,15.0,0.0
Page View - Total Sessions,350_prod,Price model,1,7,2,3,2,0,0,0,0,0,0,0,0,1.15,15.0,0.0
Page View - Total Sessions,350_prod,Listings,0,2,2,2,4,1,0,2,0,1,0,0,0,1.08,14.0,1.0
Page View - Total Sessions,350_prod,Project Settings - Staff Management,0,0,2,4,3,0,3,0,0,0,1,0,0,1.0,13.0,0.0
Page View - Total Sessions,350_prod,Contracts - Disclosures & Amendments,0,1,0,0,4,0,2,0,0,3,0,0,0,0.77,10.0,0.0
Page View - Total Sessions,350_prod,Project Settings - Documents - Manual Upload,0,0,4,1,0,0,0,2,0,0,0,1,1,0.69,9.0,0.0
Page View - Total Sessions,350_prod,Purchaser Realtor Reporting,0,1,0,0,0,0,1,1,1,3,0,0,0,0.54,7.0,0.0
Page View - Total Sessions,350_prod,Project Settings - Templates - Emails,0,0,5,0,0,0,0,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,350_prod,Purchase Requests,0,0,0,0,0,1,0,1,1,1,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,350_prod,Account/Developer/SettingBuildingNew,0,0,0,0,0,0,0,1,0,0,0,0,2,0.23,3.0,0.0
Page View - Total Sessions,350_prod,Email Sent Log,0,0,2,0,0,0,0,1,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,350_prod,New Deal,0,0,0,0,0,1,0,1,0,1,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,350_prod,Project Settings - Listing Setup,0,0,0,0,0,0,0,1,0,0,0,0,2,0.23,3.0,0.0
Page View - Total Sessions,350_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,0,0,0,0,0,0,2,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,350_prod,Offplan Home,0,0,0,1,0,1,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,350_prod,Post-Sale Deposit Report,0,0,1,0,0,0,0,1,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,350_prod,Realtor Portal,0,0,0,1,0,1,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,350_prod,Demographics Reporting,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,350_prod,Post-Sale Payment Report,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,350_prod,Project Settings - New Deal Setup,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,350_prod,Project Settings - General,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,350_prod,Project Settings - Realtor Commission,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,350_prod,Project Settings - Templates - Addenda,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,350_prod,Quilchena West,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,350_prod,Vesa at Little Mountain,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,763_prod,Untagged Pages,3,44,79,65,72,65,40,65,67,87,76,82,93,64.46,838.0,67.0
Page View - Total Sessions,763_prod,Dashboard (test),3,40,74,64,70,62,37,64,62,83,72,63,73,59.0,767.0,64.0
Page View - Total Sessions,763_prod,Contracts - Deal Summary,1,37,68,63,68,50,38,52,48,75,53,55,53,50.85,661.0,53.0
Page View - Total Sessions,763_prod,Contracts Dashboard,3,40,74,64,70,62,37,64,62,51,0,0,0,40.54,527.0,51.0
Page View - Total Sessions,763_prod,Listings,1,36,68,63,68,58,41,57,50,50,0,0,0,37.85,492.0,50.0
Page View - Total Sessions,763_prod,Document: Developer Sign,0,11,38,24,24,14,9,11,9,18,10,7,13,14.46,188.0,11.0
Page View - Total Sessions,763_prod,Document: Sign in Person,0,1,5,3,7,19,13,22,9,25,22,22,20,12.92,168.0,13.0
Page View - Total Sessions,763_prod,Project Settings,0,2,8,4,5,10,8,8,9,14,14,12,22,8.92,116.0,8.0
Page View - Total Sessions,763_prod,Project Settings - Dashboard,0,2,6,4,5,9,3,8,9,14,14,12,21,8.23,107.0,8.0
Page View - Total Sessions,763_prod,Closing,0,1,16,21,16,16,11,10,5,4,0,0,0,7.69,100.0,5.0
Page View - Total Sessions,763_prod,New Deal,0,0,6,4,6,7,4,9,7,9,0,0,0,4.0,52.0,4.0
Page View - Total Sessions,763_prod,Price model,0,7,20,7,3,0,0,0,0,0,0,0,0,2.85,37.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Staff Management,0,0,1,0,0,0,2,3,0,4,8,0,12,2.31,30.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Templates - Emails,0,0,2,1,1,4,2,5,1,3,4,3,2,2.15,28.0,2.0
Page View - Total Sessions,763_prod,Account/Developer/SettingBuildingNew,0,0,3,2,0,1,0,3,3,3,5,0,5,1.92,25.0,2.0
Page View - Total Sessions,763_prod,Project Settings - Listing Setup,0,0,3,2,0,1,0,3,3,3,5,0,5,1.92,25.0,2.0
Page View - Total Sessions,763_prod,Project Settings - Documents - Order & Visibility,0,2,0,1,1,1,0,3,3,1,4,4,2,1.69,22.0,1.0
Page View - Total Sessions,763_prod,Project Settings - Documents - Manual Upload,0,0,1,0,1,1,0,3,1,3,5,4,2,1.62,21.0,1.0
Page View - Total Sessions,763_prod,Excel Reporting,0,0,2,2,5,5,4,1,1,0,0,0,0,1.54,20.0,1.0
Page View - Total Sessions,763_prod,Project Settings - Email,0,0,2,0,0,0,1,3,2,2,3,2,3,1.38,18.0,2.0
Page View - Total Sessions,763_prod,Setting - System Override,0,0,3,0,2,2,5,0,0,0,0,0,3,1.15,15.0,0.0
Page View - Total Sessions,763_prod,Contracts - Disclosures & Amendments,0,0,1,0,0,3,0,4,0,2,2,2,0,1.08,14.0,0.0
Page View - Total Sessions,763_prod,Deposit Reporting (Legacy),0,0,1,0,3,2,0,5,0,1,0,0,0,0.92,12.0,0.0
Page View - Total Sessions,763_prod,Project Settings - General,0,1,0,0,0,0,1,2,2,2,2,0,1,0.85,11.0,1.0
Page View - Total Sessions,763_prod,Deal Finder,0,0,1,1,1,2,0,2,0,0,0,0,0,0.54,7.0,0.0
Page View - Total Sessions,763_prod,Open and Sign Documents,0,0,0,0,0,0,0,0,3,0,1,0,3,0.54,7.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Marketing Assets - Floor Plans,0,0,0,0,0,0,0,0,2,0,1,0,3,0.46,6.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Profile Questions,0,0,0,0,0,0,1,2,1,0,1,0,1,0.46,6.0,0.0
Page View - Total Sessions,763_prod,Email Sent Log,0,0,0,0,0,1,0,3,1,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Options - Map Options,0,0,0,0,0,0,0,2,2,0,1,0,0,0.38,5.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Templates - Addenda,0,0,1,0,0,0,1,2,0,0,1,0,0,0.38,5.0,0.0
Page View - Total Sessions,763_prod,Purchase Requests,0,1,0,1,0,0,0,1,1,1,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Realtor Commission,0,0,0,0,0,0,0,2,1,0,1,0,0,0.31,4.0,0.0
Page View - Total Sessions,763_prod,Sales Grid,0,0,1,0,0,0,0,1,1,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Templates - Automated Emails,0,0,0,0,0,0,1,2,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,763_prod,Documents,0,0,1,1,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,763_prod,New Deal grid ,0,0,1,0,1,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,763_prod,Post-Sale Deposit Report,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,763_prod,Project Settings - New Deal Setup,0,0,0,0,0,0,0,0,1,0,1,0,0,0.15,2.0,0.0
Page View - Total Sessions,763_prod,Project Settings - CRM,0,0,0,0,0,0,0,1,0,0,1,0,0,0.15,2.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Price Model - Color & Custom Status,0,0,0,0,0,0,0,0,1,0,1,0,0,0.15,2.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Price Model - Grid Placement,0,0,0,0,0,0,0,0,1,0,1,0,0,0.15,2.0,0.0
Page View - Total Sessions,763_prod,Post-Sale Payment Report,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Marketing Assets - Color Scheme,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,1.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Marketing Assets - Floor Plates,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,1.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Webhooks,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,763_prod,Rescissions Reporting,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,586_prod,Untagged Pages,8,73,65,34,117,139,86,98,71,88,69,51,60,73.77,959.0,71.0
Page View - Total Sessions,586_prod,Contracts - Deal Summary,3,32,59,26,28,87,77,100,64,65,52,42,54,53.0,689.0,54.0
Page View - Total Sessions,586_prod,Dashboard (test),3,43,57,31,28,75,68,66,56,58,57,42,43,48.23,627.0,56.0
Page View - Total Sessions,586_prod,Contracts Dashboard,3,43,57,31,28,75,68,66,56,30,0,0,0,35.15,457.0,31.0
Page View - Total Sessions,586_prod,Document: Sign in Person,2,41,26,11,14,46,62,65,20,24,31,30,46,32.15,418.0,30.0
Page View - Total Sessions,586_prod,Deal Finder,1,29,28,16,23,62,62,61,47,24,0,0,0,27.15,353.0,24.0
Page View - Total Sessions,586_prod,Document: Developer Sign,1,15,21,10,15,39,14,40,17,19,15,3,4,16.38,213.0,15.0
Page View - Total Sessions,586_prod,Purchaser Portal,2,1,1,4,79,42,6,10,11,19,0,0,0,13.46,175.0,4.0
Page View - Total Sessions,586_prod,Documents,0,5,6,4,0,6,9,16,5,3,0,0,0,4.15,54.0,4.0
Page View - Total Sessions,586_prod,Price model,1,13,12,8,4,0,0,0,0,0,0,0,0,2.92,38.0,0.0
Page View - Total Sessions,586_prod,Excel Reporting,0,6,8,1,2,4,5,11,0,0,0,0,0,2.85,37.0,1.0
Page View - Total Sessions,586_prod,Email Sent Log,0,5,2,0,2,8,3,11,1,0,0,0,0,2.46,32.0,1.0
Page View - Total Sessions,586_prod,Leads dashboard,0,8,1,1,1,3,6,8,2,0,2,0,0,2.46,32.0,1.0
Page View - Total Sessions,586_prod,Project Settings,0,2,0,0,1,3,6,1,2,1,8,6,1,2.38,31.0,1.0
Page View - Total Sessions,586_prod,Project Settings - Dashboard,0,2,0,0,1,3,6,1,2,1,5,5,1,2.08,27.0,1.0
Page View - Total Sessions,586_prod,New Deal,0,9,2,0,1,2,1,1,0,1,0,0,0,1.31,17.0,1.0
Page View - Total Sessions,586_prod,Open and Sign Documents,0,0,0,0,0,2,0,0,0,1,6,0,1,0.77,10.0,0.0
Page View - Total Sessions,586_prod,Project Settings - Staff Management,0,0,0,0,0,2,2,0,1,1,2,1,0,0.69,9.0,0.0
Page View - Total Sessions,586_prod,Account/Developer/SettingBuildingNew,0,1,0,0,0,2,0,1,0,0,0,3,1,0.62,8.0,0.0
Page View - Total Sessions,586_prod,Project Settings - Documents - Manual Upload,0,2,0,0,1,1,0,1,0,0,2,1,0,0.62,8.0,0.0
Page View - Total Sessions,586_prod,Project Settings - Listing Setup,0,1,0,0,0,2,0,1,0,0,0,3,1,0.62,8.0,0.0
Page View - Total Sessions,586_prod,Purchaser Realtor Reporting,0,0,0,0,2,3,1,1,0,1,0,0,0,0.62,8.0,0.0
Page View - Total Sessions,586_prod,New Deal grid ,0,5,1,0,0,0,0,0,0,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,586_prod,Deposit Reporting (Legacy),0,1,2,0,0,0,0,2,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,586_prod,Listings,0,0,0,1,1,1,1,1,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,586_prod,Project Settings - Profile Questions,0,0,0,0,0,0,0,0,0,0,5,0,0,0.38,5.0,0.0
Page View - Total Sessions,586_prod,Sales Grid,0,0,0,0,4,0,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,586_prod,Selection Worksheets,0,2,0,0,1,1,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,586_prod,Post-Sale Deposit Report,0,1,0,0,2,1,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,586_prod,Project Settings - Templates - Emails,0,0,0,0,0,1,3,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,586_prod,Setting - System Override,0,1,0,0,1,1,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,586_prod,Payments Reporting (Legacy),0,1,1,0,0,0,1,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,586_prod,Purchase Requests,0,3,0,0,0,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,586_prod,Contracts - Disclosures & Amendments,0,0,0,0,0,0,0,0,0,1,0,1,0,0.15,2.0,0.0
Page View - Total Sessions,586_prod,Project Settings - Email,0,0,0,0,0,0,0,0,1,0,1,0,0,0.15,2.0,0.0
Page View - Total Sessions,586_prod,Project Settings - General,0,0,0,0,0,1,0,0,0,0,1,0,0,0.15,2.0,0.0
Page View - Total Sessions,586_prod,Project Settings - Templates - Addenda,0,0,0,0,0,1,0,0,0,0,1,0,0,0.15,2.0,0.0
Page View - Total Sessions,586_prod,Rescissions Reporting,0,1,1,0,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,586_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,586_prod,Closing,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,586_prod,Demographics Reporting,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,586_prod,Sales Grid Settings,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,586_prod,Setting - Sync to CRM,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,586_prod,Subjects Reporting,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,586_prod,Post-Sale Payment Report,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,586_prod,Project Settings - Options - Map Options,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,586_prod,Project Settings - CRM,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,1.0,0.0
Page View - Total Sessions,586_prod,Project Settings - Documents - Order & Visibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,1.0,0.0
Page View - Total Sessions,586_prod,Project Settings - Realtor Commission,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,1.0,0.0
Page View - Total Sessions,586_prod,Project Settings - Templates - Automated Emails,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,586_prod,Project Settings - Webhooks,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,1.0,0.0
Page View - Total Sessions,532_prod,Untagged Pages,1,1,4,9,5,1,14,38,39,397,373,232,224,102.92,1338.0,14.0
Page View - Total Sessions,532_prod,Dashboard (test),0,0,0,0,4,0,8,25,19,270,270,178,162,72.0,936.0,8.0
Page View - Total Sessions,532_prod,Contracts - Deal Summary,0,0,0,0,0,0,4,7,2,187,199,147,135,52.38,681.0,2.0
Page View - Total Sessions,532_prod,Document: Developer Sign,0,0,0,0,0,0,3,5,2,113,89,70,50,25.54,332.0,2.0
Page View - Total Sessions,532_prod,Contracts Dashboard,0,0,0,0,4,0,8,25,19,131,0,0,0,14.38,187.0,0.0
Page View - Total Sessions,532_prod,Document: Sign in Person,0,0,0,0,0,0,1,0,0,54,51,28,31,12.69,165.0,0.0
Page View - Total Sessions,532_prod,Project Settings,0,0,0,0,4,0,6,15,6,38,9,9,3,6.92,90.0,4.0
Page View - Total Sessions,532_prod,Project Settings - Dashboard,0,0,0,0,4,0,6,15,5,38,9,9,3,6.85,89.0,4.0
Page View - Total Sessions,532_prod,Deal Finder,0,0,0,0,0,0,3,4,1,49,0,0,0,4.38,57.0,0.0
Page View - Total Sessions,532_prod,Open and Sign Documents,0,0,0,0,0,0,1,0,0,18,13,6,6,3.38,44.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Staff Management,0,0,0,0,3,0,4,7,2,21,1,3,1,3.23,42.0,1.0
Page View - Total Sessions,532_prod,Project Settings - Templates - Emails,0,0,0,0,0,0,1,4,5,15,1,3,1,2.31,30.0,1.0
Page View - Total Sessions,532_prod,Purchaser Portal,0,0,0,3,1,0,0,0,1,22,0,0,0,2.08,27.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Documents - Manual Upload,0,0,0,0,0,0,2,3,1,12,3,3,1,1.92,25.0,1.0
Page View - Total Sessions,532_prod,Account/Developer/SettingBuildingNew,0,0,0,0,0,0,2,6,1,12,0,0,0,1.62,21.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Listing Setup,0,0,0,0,0,0,2,6,1,12,0,0,0,1.62,21.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Documents - Order & Visibility,0,0,0,0,0,0,2,3,1,9,5,0,0,1.54,20.0,0.0
Page View - Total Sessions,532_prod,New Deal,0,0,0,0,0,0,2,0,1,11,0,0,0,1.08,14.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Email,0,0,0,0,1,0,2,1,1,7,0,1,0,1.0,13.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Templates - Automated Emails,0,0,0,0,0,0,2,1,2,4,0,0,0,0.69,9.0,0.0
Page View - Total Sessions,532_prod,Contracts - Disclosures & Amendments,0,0,0,0,0,0,1,0,0,1,6,0,0,0.62,8.0,0.0
Page View - Total Sessions,532_prod,Listings,0,0,0,0,0,0,1,1,1,3,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Marketing Assets - Floor Plans,0,0,0,0,0,0,1,4,1,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,532_prod,Project Settings - General,0,0,0,0,1,0,2,1,2,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Realtor Commission,0,0,0,0,1,0,2,1,1,1,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,532_prod,Project Settings - New Deal Setup,0,0,0,0,0,0,1,2,1,1,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Profile Questions,0,0,0,0,1,0,2,1,1,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Templates - Addenda,0,0,0,0,0,0,2,1,1,1,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,532_prod,Purchase Requests,0,0,0,0,0,0,0,1,0,4,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,532_prod,Excel Reporting,0,0,0,0,0,0,0,1,1,2,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Webhooks,0,0,0,0,1,0,1,1,0,1,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,532_prod,Documents,0,0,0,0,0,0,0,1,0,2,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,532_prod,Sales Center - Reserved Listings,0,0,0,0,0,0,0,0,0,1,2,0,0,0.23,3.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Marketing Assets - Color Scheme,0,0,0,0,0,0,1,2,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Marketing Assets - Floor Plates,0,0,0,0,0,0,1,2,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Options - Map Options,0,0,0,0,0,0,1,2,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,532_prod,Project Settings - CRM,0,0,0,0,1,0,1,0,0,1,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,532_prod,Email Sent Log,0,0,0,0,0,0,1,0,0,1,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Price Model - Color & Custom Status,0,0,0,0,0,0,1,1,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,532_prod,Project Settings - Price Model - Grid Placement,0,0,0,0,0,0,1,1,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,532_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,1.0,0.0
Page View - Total Sessions,532_prod,Demographics Reporting,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,532_prod,Sales Grid,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,532_prod,Post-Sale Deposit Report,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,532_prod,Purchaser Realtor Reporting,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,491_prod,Untagged Pages,13,103,142,289,70,55,38,30,23,21,58,30,44,70.46,916.0,44.0
Page View - Total Sessions,491_prod,Contracts - Deal Summary,5,44,81,229,57,47,30,20,7,9,33,22,29,47.15,613.0,30.0
Page View - Total Sessions,491_prod,Dashboard (test),10,40,72,157,59,51,36,28,22,22,36,25,37,45.77,595.0,36.0
Page View - Total Sessions,491_prod,Listings,8,41,76,209,55,51,26,25,11,12,0,0,0,39.54,514.0,25.0
Page View - Total Sessions,491_prod,Contracts Dashboard,10,40,72,157,59,51,36,28,22,15,0,0,0,37.69,490.0,28.0
Page View - Total Sessions,491_prod,Document: Developer Sign,5,36,71,164,44,19,11,9,2,4,13,7,8,30.23,393.0,11.0
Page View - Total Sessions,491_prod,Purchaser Portal,2,47,65,110,11,2,0,3,1,0,0,0,0,18.54,241.0,2.0
Page View - Total Sessions,491_prod,New Deal,0,1,17,13,9,12,5,5,5,0,0,0,0,5.15,67.0,5.0
Page View - Total Sessions,491_prod,Contracts - Disclosures & Amendments,0,0,7,7,16,13,0,0,1,1,6,2,0,4.08,53.0,1.0
Page View - Total Sessions,491_prod,Deal Finder,0,0,7,13,9,11,6,2,2,0,0,0,0,3.85,50.0,2.0
Page View - Total Sessions,491_prod,Project Settings,0,6,4,4,4,2,2,0,0,1,10,2,5,3.08,40.0,2.0
Page View - Total Sessions,491_prod,Project Settings - Dashboard,0,6,4,4,4,2,2,0,0,1,10,2,5,3.08,40.0,2.0
Page View - Total Sessions,491_prod,Document: Sign in Person,0,0,3,14,5,0,0,1,0,0,7,3,0,2.54,33.0,0.0
Page View - Total Sessions,491_prod,New Deal grid ,0,1,7,9,4,0,0,0,0,0,0,0,0,1.62,21.0,0.0
Page View - Total Sessions,491_prod,Project Settings - Staff Management,0,3,1,3,4,2,2,0,0,0,5,0,0,1.54,20.0,1.0
Page View - Total Sessions,491_prod,Excel Reporting,0,1,0,3,3,0,2,3,5,2,0,0,0,1.46,19.0,1.0
Page View - Total Sessions,491_prod,Email Sent Log,0,0,0,11,2,2,0,1,0,0,0,0,0,1.23,16.0,0.0
Page View - Total Sessions,491_prod,Price model,0,0,5,2,3,0,0,0,0,0,0,0,0,0.77,10.0,0.0
Page View - Total Sessions,491_prod,Purchaser Realtor Reporting,0,1,0,0,2,2,2,0,1,1,0,0,0,0.69,9.0,0.0
Page View - Total Sessions,491_prod,Account/Developer/SettingBuildingNew,0,2,1,0,0,0,0,0,0,0,4,0,0,0.54,7.0,0.0
Page View - Total Sessions,491_prod,Project Settings - Listing Setup,0,2,1,0,0,0,0,0,0,0,4,0,0,0.54,7.0,0.0
Page View - Total Sessions,491_prod,Project Settings - Documents - Manual Upload,0,0,0,0,0,0,0,0,0,0,1,2,3,0.46,6.0,0.0
Page View - Total Sessions,491_prod,Documents,0,2,1,1,1,0,0,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,491_prod,Project Settings - Email,0,3,0,1,0,0,0,0,0,0,1,0,0,0.38,5.0,0.0
Page View - Total Sessions,491_prod,Purchase Requests,0,0,2,0,0,1,0,1,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,491_prod,Demographics Reporting,0,0,0,0,0,0,0,0,3,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,491_prod,Open and Sign Documents,0,0,0,0,0,0,0,0,0,0,2,1,0,0.23,3.0,0.0
Page View - Total Sessions,491_prod,Project Settings - Templates - Emails,0,2,0,0,0,0,0,0,0,0,1,0,0,0.23,3.0,0.0
Page View - Total Sessions,491_prod,Project Settings - New Deal Setup,0,0,0,0,0,0,0,0,0,0,2,0,0,0.15,2.0,0.0
Page View - Total Sessions,491_prod,Project Settings - Documents - Order & Visibility,0,1,1,0,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,491_prod,Project Settings - General,0,1,0,0,0,0,0,0,0,0,0,1,0,0.15,2.0,0.0
Page View - Total Sessions,491_prod,Project Settings - Price Model - Color & Custom Status,0,0,0,0,0,0,0,0,0,0,2,0,0,0.15,2.0,0.0
Page View - Total Sessions,491_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,1.0,0.0
Page View - Total Sessions,491_prod,Sales Center - Backup Offers,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
